ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.098,7.415,7.0893,2.1128,6.5178,7.016,-0.4839,0.4904,-0.0074,0.0036,-0.0137,-0.0194,209.7583,-27.6,39.75,-31.8,17.53,-41.64,-16.78,2.0,0.98189,72.898,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1436181,2018-03-12 16:45:15:075
1.5807,7.0461,6.9599,2.1073,6.5193,7.0163,-0.4393,0.5746,-7.0E-4,0.0116,-0.0174,-0.0156,208.8901,-27.6,40.35,-30.15,18.5,-41.67,-16.73,2.0,0.9819,72.94,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1436681,2018-03-12 16:45:15:575
1.7388,7.4389,6.9503,2.0922,6.531,7.01,-0.6154,0.7251,-0.0541,9.0E-4,0.0098,0.019,207.2164,-28.65,39.3,-30.15,19.6,-41.68,-16.71,2.0,0.9819,72.482,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1437181,2018-03-12 16:45:16:075
1.4705,7.2377,6.8977,2.0837,6.5377,7.0062,-0.6073,0.701,-0.052,0.0031,0.006,0.0169,207.2164,-27.45,39.9,-30.75,17.27,-41.79,-16.59,2.0,0.98191,71.586,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1437681,2018-03-12 16:45:16:575
1.4322,7.1898,7.0509,2.0696,6.5461,7.0025,-0.3749,0.8856,-0.1805,0.0089,-0.0025,0.0115,206.1696,-26.1,39.45,-31.65,16.24,-41.86,-16.47,2.0,0.9819,71.999,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1438181,2018-03-12 16:45:17:075
1.7436,7.4389,6.7444,2.0464,6.5587,6.9976,-0.3757,0.8381,-0.1994,-0.0102,0.0055,-0.0012,204.8092,-27.3,40.35,-30.6,17.46,-41.96,-16.31,2.0,0.98189,72.125,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1438681,2018-03-12 16:45:17:575
1.2454,7.094,6.9935,2.0335,6.5662,6.9942,-0.4359,0.7482,-0.064,-0.0188,0.0066,-0.0071,204.0037,-27.3,40.05,-29.4,18.45,-42.03,-16.23,2.0,0.9819,72.656,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1439180,2018-03-12 16:45:18:074
1.7484,7.4677,6.7779,2.0283,6.5708,6.9915,-0.5219,0.6969,-0.0609,0.0137,-0.0105,-0.0044,202.0306,-27.3,41.1,-31.05,17.32,-42.04,-16.2,2.0,0.98188,72.855,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1439680,2018-03-12 16:45:18:574
1.2263,7.0461,7.1276,2.0196,6.5757,6.9895,-0.3258,0.8774,-0.1435,0.0036,0.0044,0.0078,201.2831,-26.7,38.85,-29.55,18.28,-42.09,-16.13,2.0,0.98188,72.257,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1440181,2018-03-12 16:45:19:075
1.7388,7.415,6.9024,2.006,6.5815,6.9879,-0.2881,0.8213,-0.0819,0.0052,0.0071,0.0163,200.8491,-27.15,39.9,-29.55,18.11,-42.16,-16.04,2.0,0.98188,72.832,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1440681,2018-03-12 16:45:19:575
1.4035,7.1898,6.912,1.9941,6.5888,6.9844,-0.406,0.6733,0.0234,-1.0E-4,0.0119,0.0179,198.9966,-28.65,40.8,-30.6,19.15,-42.21,-15.96,2.0,0.98188,72.603,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1441181,2018-03-12 16:45:20:075
1.4274,7.2282,7.0222,1.9855,6.5956,6.9804,-0.5322,0.6647,-0.0409,-0.0038,0.0119,0.0115,199.6211,-27.75,39.45,-30.45,19.29,-42.24,-15.91,2.0,0.98188,72.361,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1441681,2018-03-12 16:45:20:575
1.4514,7.2234,6.8354,1.9809,6.5963,6.9811,-0.4512,0.6732,-0.0281,0.0041,-0.0131,-0.0156,198.1284,-24.6,40.5,-31.2,15.81,-42.27,-15.86,2.0,0.98187,72.289,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1442181,2018-03-12 16:45:21:075
1.346,7.1563,7.1084,1.9716,6.6005,6.9797,-0.5542,0.602,0.0612,0.0089,-0.0083,-0.0044,196.8888,-27.9,40.8,-30.15,18.88,-42.3,-15.81,2.0,0.98187,72.108,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1442682,2018-03-12 16:45:21:576
1.7244,7.4964,6.754,1.9606,6.6066,6.977,-0.6571,0.4606,0.1327,0.0132,-0.0067,-0.0013,195.5285,-27.75,40.5,-29.55,18.92,-42.33,-15.75,2.0,0.98187,72.479,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1443182,2018-03-12 16:45:22:076
1.2119,7.094,7.0653,1.9526,6.6113,6.9748,-0.6412,0.5545,0.0237,0.001,0.0066,0.0078,194.1682,-27.45,41.55,-31.2,17.45,-42.37,-15.68,2.0,0.98186,72.57,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1443681,2018-03-12 16:45:22:575
1.7819,7.4533,6.8162,1.9477,6.614,6.9737,-0.4423,0.6388,-0.0531,-1.0E-4,0.0093,0.0142,192.7963,-28.5,39.9,-30.45,20.09,-42.4,-15.61,2.0,0.98186,72.593,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1444181,2018-03-12 16:45:23:075
1.2646,7.0988,7.0366,1.942,6.6161,6.9733,-0.4838,0.6365,-0.0323,-0.0092,0.0039,-0.0029,191.87,-28.5,40.2,-29.25,20.59,-42.42,-15.58,2.0,0.98187,72.412,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1444680,2018-03-12 16:45:23:574
1.3891,7.8173,6.6534,1.8619,6.6689,6.9448,-0.9199,0.6716,-0.1224,-0.0102,0.0055,-0.0066,189.8203,-27.9,40.35,-28.95,19.86,-42.58,-15.41,2.0,0.98186,72.688,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1445181,2018-03-12 16:45:24:075
0.7999,7.4533,6.6821,1.7615,6.7351,6.9069,-0.9516,0.7255,-0.2228,-0.006,-0.0046,-0.0157,184.9456,-30.6,38.85,-31.65,21.62,-43.0,-14.79,2.0,0.98187,72.214,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1445681,2018-03-12 16:45:24:575
0.8383,7.4294,6.6055,1.7149,6.7606,6.8938,-0.6389,0.8871,-0.1208,-0.0171,0.0125,-0.0055,190.5098,-28.2,37.35,-29.25,21.61,-43.57,-14.0,2.0,0.98186,72.305,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1446181,2018-03-12 16:45:25:075
0.3018,7.8652,6.2797,1.4196,6.9643,6.7568,-1.1101,0.9702,-0.4398,0.0247,-0.0093,-0.0029,192.9286,-29.85,38.1,-31.2,22.8,-44.42,-12.96,2.0,0.98187,72.234,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1446680,2018-03-12 16:45:25:574
0.3018,7.9946,6.6007,1.2558,7.0613,6.6882,-1.0209,0.8674,-0.1919,-0.0642,0.0403,-0.0109,195.0364,-26.4,38.85,-30.75,20.47,-45.87,-10.99,2.0,0.98187,72.22,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1447181,2018-03-12 16:45:26:075
-0.091,8.2101,6.2127,1.0182,7.1991,6.5807,-1.1215,1.0026,-0.3626,2.0E-4,-0.0071,-0.0024,196.5406,-27.9,39.3,-31.35,23.37,-46.93,-9.34,2.0,0.98186,71.155,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1447681,2018-03-12 16:45:26:575
-0.1054,8.0425,6.2175,0.9223,7.2487,6.5404,-0.9065,0.7903,-0.3448,0.0285,-0.0226,0.0019,191.7007,-30.9,39.45,-32.1,26.24,-47.55,-8.22,2.0,0.98188,72.303,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1448181,2018-03-12 16:45:27:075
-0.1198,7.9084,6.16,0.8766,7.2653,6.5282,-0.9447,0.6794,-0.2885,-0.0104,0.0062,-3.0E-4,187.6545,-30.0,37.95,-31.35,26.46,-47.76,-7.79,2.0,0.98188,72.489,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1448681,2018-03-12 16:45:27:575
0.1102,7.9946,6.4043,0.8584,7.2708,6.5245,-0.7376,0.7151,-0.0498,-3.0E-4,0.0131,0.0061,183.0815,-28.95,37.65,-30.15,26.24,-47.85,-7.52,2.0,0.98188,72.057,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1449180,2018-03-12 16:45:28:074
0.2443,8.1958,6.5432,0.8492,7.2737,6.5225,-0.613,0.896,0.0046,-0.0173,0.0078,-0.0056,180.3609,-29.4,39.0,-30.6,25.59,-47.89,-7.39,2.0,0.98188,72.795,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1449681,2018-03-12 16:45:28:575
0.7904,7.6928,6.4761,0.8604,7.2753,6.5192,0.157,0.775,-0.2819,-0.0413,0.0174,-0.0045,181.7212,-30.0,38.7,-30.6,26.37,-47.83,-7.48,2.0,0.9819,72.207,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1450181,2018-03-12 16:45:29:075
0.776,8.1479,6.2462,0.8623,7.2776,6.5164,-0.1001,0.8126,-0.2245,-0.0051,-0.0023,3.0E-4,174.6063,-29.7,39.75,-31.8,25.68,-47.89,-7.45,2.0,0.9819,71.912,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1450681,2018-03-12 16:45:29:575
0.0527,7.3862,6.9456,0.8501,7.2684,6.5282,-0.5537,0.4599,0.3221,-0.0125,-2.0E-4,3.0E-4,173.0556,-28.8,39.45,-28.8,26.45,-47.9,-7.43,2.0,0.98189,72.486,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1451181,2018-03-12 16:45:30:075
0.1198,7.5922,6.7108,0.823,7.2734,6.5261,-0.9703,-0.0646,0.2758,-0.0024,0.0062,0.0034,179.3024,-28.8,37.35,-30.45,26.66,-47.89,-7.35,2.0,0.98188,72.25,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1451681,2018-03-12 16:45:30:575
0.0048,7.1515,7.2186,0.8343,7.2758,6.5221,0.2254,1.0706,-0.4349,0.0013,4.0E-4,0.0221,182.081,-29.4,37.65,-32.25,25.63,-47.89,-7.13,2.0,0.98191,72.442,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1452181,2018-03-12 16:45:31:075
1.0251,8.167,6.1073,0.8477,7.2748,6.5215,0.0803,0.808,-0.3077,0.021,-0.0124,0.0077,179.7945,-27.45,38.1,-30.75,24.23,-47.83,-7.25,2.0,0.98193,72.477,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1452681,2018-03-12 16:45:31:575
0.6035,7.7503,6.6294,0.837,7.276,6.5215,-0.1587,0.3695,0.206,0.0226,-0.0151,-0.0125,179.047,-27.6,37.95,-31.35,25.04,-47.93,-7.35,2.0,0.98196,72.809,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1453181,2018-03-12 16:45:32:075
1.3556,7.094,6.9168,0.8585,7.2596,6.5369,0.5823,-0.083,0.4074,0.02,-0.0273,0.0114,201.1717,-28.65,38.25,-31.35,25.96,-47.89,-7.28,2.0,0.98196,72.111,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1453681,2018-03-12 16:45:32:575
1.1352,6.9456,7.233,0.8578,7.2447,6.5535,0.4506,-0.1742,0.3292,0.0466,-0.0449,0.028,216.8802,-28.35,37.65,-31.8,24.56,-47.69,-7.41,2.0,0.98198,72.189,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1454181,2018-03-12 16:45:33:075
1.4801,7.712,6.845,0.8669,7.2431,6.5541,0.5798,0.4142,0.2764,-0.0253,0.0142,8.0E-4,203.9318,-27.75,37.35,-32.4,24.72,-47.57,-7.6,2.0,0.98201,72.364,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1454681,2018-03-12 16:45:33:575
1.9448,7.6162,6.7013,0.8965,7.2273,6.5675,0.5919,0.1922,0.5605,0.0152,-0.0263,0.0045,210.1669,-28.8,38.1,-30.45,26.14,-47.54,-7.64,2.0,0.98201,72.168,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1455181,2018-03-12 16:45:34:075
1.6142,7.1803,7.0701,0.9075,7.2143,6.5803,0.7113,-0.0233,0.4368,-0.0519,0.0366,-0.0013,213.4167,-29.85,38.1,-31.2,26.36,-47.39,-7.91,2.0,0.98203,72.51,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1455681,2018-03-12 16:45:34:575
1.7244,7.2857,6.6534,0.9342,7.235,6.5538,0.4268,0.2025,0.3267,-0.0274,0.0185,8.0E-4,212.4905,-28.5,37.35,-30.75,25.74,-47.44,-8.0,2.0,0.98205,72.418,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1456181,2018-03-12 16:45:35:075
1.6047,7.597,6.7683,0.9438,7.2805,6.5019,0.6766,0.34,0.2071,-0.0189,0.0206,-0.0131,203.7483,-29.25,38.85,-30.75,24.99,-47.8,-8.26,2.0,0.98206,72.439,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1456681,2018-03-12 16:45:35:575
1.1352,7.2425,6.9503,0.9357,7.2989,6.4824,0.4609,0.1839,0.151,-0.0173,0.0068,0.0045,187.7776,-29.7,38.25,-30.6,26.17,-48.07,-8.22,2.0,0.98207,71.281,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1457181,2018-03-12 16:45:36:075
1.2837,7.118,6.9647,0.9949,7.2534,6.5245,0.3087,-0.1178,0.424,0.0045,-0.0161,-0.003,202.0909,-28.65,38.7,-31.05,25.04,-47.97,-8.2,2.0,0.98209,72.998,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1457681,2018-03-12 16:45:36:575
1.8394,7.4389,7.0126,1.0233,7.2204,6.5566,0.7951,0.0623,0.6298,-0.0445,0.0318,-0.0125,208.4235,-26.55,37.2,-31.35,23.4,-47.48,-8.84,2.0,0.98211,71.85,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1458181,2018-03-12 16:45:37:075
1.8106,7.6545,6.6629,1.0029,7.22,6.5602,0.6234,0.1895,0.2826,-0.0386,0.0302,-0.0147,211.9961,-27.6,37.65,-31.05,24.1,-47.44,-8.71,2.0,0.98213,70.282,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1458681,2018-03-12 16:45:37:575
1.4131,7.0845,6.912,0.985,7.2169,6.5664,0.3335,-0.1511,0.2729,0.0093,-0.0151,0.013,240.0866,-27.3,39.75,-30.6,22.79,-47.41,-8.54,2.0,0.98214,72.867,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1459181,2018-03-12 16:45:38:075
1.0155,7.3048,6.9216,0.9972,7.2125,6.5693,0.0071,0.0521,0.3738,0.029,-0.0209,0.0061,331.1178,-26.55,39.3,-31.8,22.56,-47.32,-8.65,2.0,0.98215,72.534,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1459681,2018-03-12 16:45:38:575
0.9676,7.4198,6.7875,0.9897,7.215,6.5678,0.0367,0.3585,0.2152,-0.0258,0.0089,-0.0029,341.4106,-27.75,38.1,-29.25,25.09,-47.35,-8.58,2.0,0.98216,71.654,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1460181,2018-03-12 16:45:39:075
1.8298,7.5012,6.5719,0.995,7.2035,6.5795,0.7526,0.2104,0.1687,0.0115,-0.0103,-0.0035,371.7481,-27.6,40.35,-31.8,23.22,-47.32,-8.55,2.0,0.98217,73.012,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1460681,2018-03-12 16:45:39:575
1.7627,7.3479,6.342,1.0054,7.197,6.5851,0.4824,0.0219,0.1614,-0.0386,0.0312,-0.0152,380.8942,-27.3,38.7,-33.0,22.14,-47.24,-8.65,2.0,0.9822,72.67,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1461181,2018-03-12 16:45:40:075
1.5424,7.6114,6.7204,0.9854,7.2018,6.5828,0.3828,0.2182,0.5413,0.012,-0.0257,0.0029,378.3965,-29.4,39.3,-29.85,25.23,-47.31,-8.53,2.0,0.9822,71.472,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1461681,2018-03-12 16:45:40:575
0.8718,7.2857,7.2138,1.0011,7.1958,6.587,0.289,0.4223,0.1971,0.0072,-2.0E-4,0.0019,378.9257,-28.65,37.95,-29.85,25.46,-47.22,-8.62,2.0,0.9822,72.507,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1462181,2018-03-12 16:45:41:075
0.9676,7.3767,6.7683,0.9952,7.2006,6.5827,-0.0112,0.1927,0.1751,0.0519,-0.0322,0.0115,386.1033,-28.8,37.35,-30.75,25.38,-47.21,-8.51,2.0,0.98221,70.714,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1462681,2018-03-12 16:45:41:575
1.3221,7.5731,6.5049,0.997,7.1999,6.5831,0.0304,0.2401,0.234,0.0375,-0.0178,-0.004,381.9156,-30.3,38.4,-30.0,26.34,-47.25,-8.58,2.0,0.98224,72.176,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1463182,2018-03-12 16:45:42:076
1.0011,7.6257,6.9168,0.9945,7.2051,6.5778,0.0395,0.4148,0.3102,0.0066,-0.0178,0.0083,378.3965,-27.9,39.0,-29.85,24.37,-47.32,-8.53,2.0,0.98224,72.764,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1463681,2018-03-12 16:45:42:575
1.2885,6.9647,7.0078,1.0013,7.1837,6.6002,0.4285,0.0302,0.2539,-0.0216,0.011,0.0035,363.7627,-28.65,38.7,-29.4,25.66,-47.21,-8.56,2.0,0.98226,71.07,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1464181,2018-03-12 16:45:43:075
1.4322,7.4389,6.7635,1.0073,7.1805,6.6028,0.4197,0.2202,0.2008,-0.0312,0.0248,-0.0066,341.608,-26.7,38.85,-31.2,22.95,-47.1,-8.68,2.0,0.98229,70.586,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1464681,2018-03-12 16:45:43:575
2.0501,7.6832,6.7875,1.0365,7.1848,6.5936,0.4687,-0.1348,0.5843,-0.0062,-0.004,-0.0024,357.7923,-28.65,38.7,-30.15,24.99,-47.08,-8.87,2.0,0.98229,73.232,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1465181,2018-03-12 16:45:44:075
1.5328,7.0414,7.1467,1.034,7.1734,6.6064,0.5043,-0.1447,0.5426,-0.0417,0.029,-0.013,355.8238,-27.0,38.7,-30.6,22.81,-47.1,-8.89,2.0,0.98234,72.876,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1465681,2018-03-12 16:45:44:575
1.9974,7.5156,6.5815,0.9996,7.1662,6.6195,0.9054,0.3432,0.2674,-0.0667,0.0391,-0.0252,370.6433,-27.6,36.9,-30.6,24.41,-46.97,-8.65,2.0,0.98234,70.826,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1466181,2018-03-12 16:45:45:075
1.916,7.3336,6.7108,0.9873,7.1545,6.6339,0.5705,0.0708,0.4962,0.018,-0.0275,0.0062,410.5608,-27.15,37.8,-30.45,23.81,-46.86,-8.45,2.0,0.98238,72.27,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1466681,2018-03-12 16:45:45:575
1.5759,7.0174,7.1084,0.9926,7.1412,6.6474,0.8215,0.4254,0.3133,0.0622,-0.0398,0.0275,417.5992,-28.65,38.7,-28.5,25.67,-46.77,-8.52,2.0,0.98239,72.331,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1467181,2018-03-12 16:45:46:075
1.8346,7.1467,6.8737,0.9986,7.1227,6.6663,0.8105,0.0069,0.2556,-0.022,0.0162,-0.0114,421.304,-26.25,40.05,-28.95,22.75,-46.59,-8.48,2.0,0.98241,71.231,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1467681,2018-03-12 16:45:46:575
2.807,6.7587,7.4102,1.2825,6.9712,6.777,1.2526,-0.3798,0.6538,-0.0497,0.0321,-0.0146,419.8647,-26.55,37.95,-30.6,22.47,-45.89,-9.73,2.0,0.98243,72.443,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1468181,2018-03-12 16:45:47:075
2.8644,6.8162,7.1324,1.417,6.9103,6.8125,1.1101,-0.3562,0.5525,0.0164,-0.0131,-0.0236,412.8729,-27.0,40.8,-28.2,21.72,-44.9,-11.62,2.0,0.98247,72.861,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1468682,2018-03-12 16:45:47:576
2.4046,6.7827,7.5299,1.4206,6.8987,6.8235,0.909,-0.1449,0.7406,-0.0491,0.0465,-0.0087,417.5992,-27.3,40.05,-30.15,21.05,-44.78,-11.68,2.0,0.9825,71.52,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1469181,2018-03-12 16:45:48:075
2.4286,6.8737,6.9935,1.4302,6.8999,6.8202,0.9598,-0.0528,0.2305,0.0345,-0.0185,0.0137,385.0448,-27.3,39.75,-27.0,22.34,-44.71,-11.78,2.0,0.98251,72.767,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1469681,2018-03-12 16:45:48:575
1.8873,6.9887,7.0126,1.4325,6.9091,6.8105,0.5585,0.2612,0.2828,0.018,-0.0158,4.0E-4,332.1183,-25.35,39.45,-28.8,19.82,-44.74,-11.88,2.0,0.98252,71.128,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1470181,2018-03-12 16:45:49:075
2.189,7.2138,7.2617,1.4396,6.9091,6.809,0.7413,0.3414,0.3685,-0.03,0.0241,-0.006,354.9974,-26.55,37.95,-28.5,21.9,-44.79,-11.88,2.0,0.98257,71.42,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1470681,2018-03-12 16:45:49:575
1.461,7.0893,6.9503,1.4281,6.9127,6.8077,0.1034,0.3192,0.0859,-0.0119,0.0108,-0.0076,359.2315,-28.5,37.35,-31.2,22.95,-44.78,-11.94,2.0,0.98258,72.589,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1471181,2018-03-12 16:45:50:075
1.3364,6.9887,7.2425,1.4129,6.9099,6.8137,0.0608,0.4882,0.0146,-1.0E-4,1.0E-4,9.0E-4,362.7042,-27.0,38.25,-31.35,21.08,-44.82,-11.74,2.0,0.98258,71.95,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1471681,2018-03-12 16:45:50:575
1.5711,7.5491,7.1036,1.4102,6.907,6.8173,0.1172,0.5832,0.1222,-0.0055,-4.0E-4,-0.0039,338.813,-27.9,38.25,-31.05,21.98,-44.8,-11.69,2.0,0.98259,70.664,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1472181,2018-03-12 16:45:51:075
1.2789,6.8833,7.0318,1.3949,6.8997,6.8278,-0.0502,0.0757,0.1552,0.011,0.0044,-0.0039,318.7381,-27.3,37.95,-30.6,21.16,-44.71,-11.62,2.0,0.9826,72.384,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1472681,2018-03-12 16:45:51:575
1.6142,7.3336,7.1563,1.401,6.8833,6.8431,-0.0242,0.2889,0.3436,-0.0145,0.015,-0.0119,312.0433,-27.15,37.05,-30.45,21.89,-44.55,-11.61,2.0,0.9826,71.863,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,3 / 19,1473181,2018-03-12 16:45:52:075
1.437,7.4725,6.73,1.3846,6.9028,6.8267,-0.0868,0.4264,0.2185,-0.0337,0.0209,-0.0049,319.6109,-28.2,36.3,-29.55,23.12,-44.68,-11.54,2.0,0.98259,72.238,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,3 / 19,1473681,2018-03-12 16:45:52:575
1.1592,7.8892,6.7923,1.3869,6.902,6.8271,-0.2634,0.9415,-0.0529,-0.0012,0.0044,-0.0119,306.9457,-26.7,38.1,-30.45,21.66,-44.74,-11.54,2.0,0.9826,72.324,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,9 / 19,1474183,2018-03-12 16:45:53:077
0.091,7.2473,7.0605,1.3193,6.9082,6.8342,-1.218,0.349,0.2161,9.0E-4,-4.0E-4,0.019,306.9457,-27.3,36.9,-31.35,21.63,-44.76,-11.33,2.0,0.9826,71.252,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,9 / 19,1474681,2018-03-12 16:45:53:575
0.7999,7.985,6.6965,1.222,6.9842,6.7748,-0.4118,0.9671,-0.0814,-0.0193,0.0156,-0.006,310.6505,-28.65,36.6,-30.15,24.62,-45.38,-10.21,2.0,0.98261,72.146,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,12 / 19,1475181,2018-03-12 16:45:54:075
1.6142,7.4294,6.8593,1.2355,6.989,6.7674,0.2792,0.4802,0.148,0.0441,-0.0324,0.0174,310.4649,-28.5,38.4,-30.75,23.86,-45.44,-10.24,2.0,0.98263,71.974,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,12 / 19,1475681,2018-03-12 16:45:54:575
1.5568,7.2857,7.1803,1.2619,6.9971,6.7541,0.1479,0.1679,0.3328,0.0451,-0.027,0.0041,308.9142,-29.25,38.1,-31.2,23.66,-45.52,-10.53,2.0,0.98264,72.177,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1476181,2018-03-12 16:45:55:075
