ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2443,-9.6423,1.3173,-0.4819,-9.7124,1.268,-0.0892,0.0805,0.0047,0.0059,0.0586,0.0059,0.0,-7.2,15.45,6.3,24.81,82.07,19.38,0.0,0.97824,53.723,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,42010,2018-03-12 16:22:00:904
-0.0287,-9.5753,1.1688,-0.4751,-9.724,1.1782,0.4093,0.1202,-0.0148,-0.0069,0.025,0.0267,0.0,-7.95,15.75,4.65,29.93,82.56,21.96,0.0,0.97823,46.396,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,42510,2018-03-12 16:22:01:404
-0.206,-9.6855,1.0682,-0.5025,-9.7185,1.2117,0.2467,0.1204,-0.0526,0.0352,-0.0762,0.0214,0.0,-8.7,15.0,5.55,28.86,82.31,22.53,0.0,0.97825,46.801,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,43010,2018-03-12 16:22:01:904
-0.594,-7.9323,1.2406,-0.5511,-9.7268,1.121,-0.0486,1.9967,0.103,0.0123,-0.0277,-0.0596,0.0,-7.8,15.6,4.05,33.79,82.62,22.5,0.0,0.97824,51.145,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,43510,2018-03-12 16:22:02:404
-0.3784,-9.6423,1.2406,-0.4748,-9.7192,1.2173,0.1056,0.1489,0.0287,0.0107,-0.0218,0.0304,0.0,-9.6,21.9,-4.95,78.87,82.58,23.22,0.0,0.97824,46.101,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,44011,2018-03-12 16:22:02:905
-0.3976,-9.6615,1.2789,-0.4764,-9.7202,1.2085,0.1046,0.0665,0.0623,0.0214,-0.0059,0.007,0.0,-13.05,11.4,-28.5,131.55,82.36,22.06,0.0,0.97828,48.322,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,44510,2018-03-12 16:22:03:404
-0.2443,-9.628,1.1975,-0.476,-9.7175,1.2301,0.2211,0.0875,-0.0333,-0.0085,0.0,-0.0095,0.0,-13.65,-19.95,-16.8,124.91,82.27,21.16,0.0,0.97831,59.918,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,45010,2018-03-12 16:22:03:904
-0.4503,-9.4795,1.2646,-0.4854,-9.7157,1.2406,0.1183,0.2278,-0.0204,0.0251,0.0021,-0.0287,0.0,-8.25,-21.15,-0.6,96.48,82.19,21.37,0.0,0.97836,58.137,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,45511,2018-03-12 16:22:04:405
-0.0719,-9.7573,1.2885,-0.1599,-9.7295,1.2169,0.0924,-0.0188,0.0708,0.0267,0.0043,-0.0138,0.0,-4.35,-19.95,7.35,22.49,82.82,14.23,0.0,0.9784,55.616,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,46011,2018-03-12 16:22:04:905
0.024,-9.8627,1.2694,-0.2243,-9.72,1.2812,0.2597,-0.0745,0.0082,0.0155,0.0176,0.0427,0.0,-4.8,-9.0,10.35,21.46,82.41,7.51,0.0,0.97845,51.559,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,46510,2018-03-12 16:22:05:404
-0.57,-9.513,1.2646,-0.4125,-9.7263,1.1827,-0.1076,0.2332,0.1124,-0.0229,0.0011,0.0256,0.0,-7.2,-6.6,5.1,42.46,82.48,16.39,0.0,0.97848,51.65,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,47011,2018-03-12 16:22:05:905
-0.2347,-9.7142,1.0921,-0.4896,-9.7154,1.2418,0.1775,-0.0274,-0.0465,-0.0079,0.1385,-0.0068,0.0,-4.65,-11.1,6.45,22.73,82.18,21.52,0.0,0.97852,51.132,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,47511,2018-03-12 16:22:06:405
-0.57,-9.7142,1.3556,-0.4688,-9.7225,1.1935,-0.1029,0.0155,0.1592,-0.0213,0.081,-0.0383,0.0,-3.15,-16.5,15.3,348.16,82.49,21.44,0.0,0.97853,50.964,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,48010,2018-03-12 16:22:06:904
-0.5748,-9.8723,1.0921,-0.4917,-9.7193,1.21,0.3075,-0.005,-0.0401,0.0272,-0.0085,-0.0164,0.0,-4.35,-12.6,23.25,346.39,82.71,22.41,0.0,0.97859,50.405,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,48510,2018-03-12 16:22:07:404
-0.1006,-9.6663,1.1448,-0.1921,-9.7491,1.0438,0.0166,0.1889,0.0578,-0.0484,0.1018,-0.1118,0.0,-1.8,-5.4,30.15,353.23,83.79,10.43,0.0,0.97862,51.956,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,49010,2018-03-12 16:22:07:904
0.1245,-9.6807,1.0442,-0.0339,-9.7462,1.0862,0.1262,0.0271,-0.079,0.0187,-0.1086,-0.0026,0.0,2.1,-0.6,31.65,354.58,83.64,1.79,0.0,0.97867,44.786,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,49510,2018-03-12 16:22:08:404
0.0096,-9.604,1.5041,0.0637,-9.7032,1.4191,-0.02,-0.0628,-0.0635,0.0475,-0.1986,-0.0356,0.0,6.15,6.15,30.6,351.76,81.67,-2.57,0.0,0.97871,51.577,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,50010,2018-03-12 16:22:08:904
0.3305,-9.4412,2.0214,0.0269,-9.6451,1.7723,0.2831,0.2248,0.2588,0.0075,0.1598,0.0091,0.0,5.4,5.85,26.55,351.49,80.03,-1.78,0.0,0.97875,51.564,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,50511,2018-03-12 16:22:09:405
-0.2299,-9.719,1.8011,-0.2555,-9.6111,1.9318,0.2325,-0.1119,-0.0973,0.0208,0.1588,0.0192,0.0,-2.1,2.85,18.6,0.91,78.76,5.09,0.0,0.97879,52.156,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,51010,2018-03-12 16:22:09:904
-0.1245,-9.4507,1.8346,-0.2741,-9.6267,1.8498,0.1654,0.1597,0.0028,0.0027,-0.0953,-0.001,0.0,-2.4,-1.35,15.3,358.02,78.8,9.51,0.0,0.97882,42.469,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,51510,2018-03-12 16:22:10:404
-0.1772,-9.5944,1.7819,-0.1886,-9.6272,1.8578,-0.003,0.0012,-0.073,-0.0527,-0.1353,0.007,0.0,-4.65,-4.65,13.05,14.66,78.91,7.65,0.0,0.97886,53.625,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,52011,2018-03-12 16:22:10:905
-0.0575,-9.6471,1.7963,-0.1433,-9.6365,1.8131,0.1297,-0.0255,0.01,0.0011,0.0368,0.0059,0.0,-4.65,-14.7,14.7,17.76,79.23,4.07,0.0,0.97889,49.921,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,52510,2018-03-12 16:22:11:404
-0.1006,-9.6807,1.8442,-0.1804,-9.6264,1.8631,0.0789,-0.053,-0.0181,0.0118,-0.0761,-0.0015,0.0,-3.9,-21.3,20.85,6.39,79.15,5.69,0.0,0.97897,56.58,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,53010,2018-03-12 16:22:11:904
-0.0048,-9.5561,1.9016,-0.1727,-9.6241,1.8754,0.1055,0.0842,0.0118,0.0043,0.0165,-0.0021,0.0,-2.85,-23.4,34.65,359.7,78.92,5.15,0.0,0.97902,48.948,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,53512,2018-03-12 16:22:12:406
0.0192,-9.5465,1.8873,-0.174,-9.6243,1.8743,0.1836,0.0477,0.0159,1.0E-4,-0.0037,-0.0074,0.0,-2.55,-22.65,44.4,358.36,78.88,5.34,0.0,0.97908,58.373,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,54010,2018-03-12 16:22:12:904
-0.0527,-9.6711,1.8777,-0.1711,-9.6219,1.8868,0.1305,-0.0207,0.0187,0.0048,-0.0016,-0.01,0.0,0.45,-17.55,52.8,354.33,78.91,5.19,0.0,0.97912,57.169,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,54511,2018-03-12 16:22:13:405
-0.091,-9.628,1.8681,-0.1628,-9.6227,1.8837,0.0783,-0.017,-0.0186,0.0059,-0.0122,0.0107,0.0,4.95,6.75,63.75,350.47,78.86,5.09,0.0,0.97916,50.901,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,55011,2018-03-12 16:22:13:905
-0.0383,-9.5465,1.8681,-0.1542,-9.624,1.8776,0.143,0.0404,0.0056,1.0E-4,-0.0016,0.0022,0.0,-4.8,23.1,43.8,1.7,78.9,4.65,0.0,0.97918,49.41,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,55510,2018-03-12 16:22:14:404
-0.0862,-9.628,1.8633,-0.1467,-9.6249,1.8734,0.0648,0.007,-0.0081,-0.0063,0.0059,0.0091,0.0,-8.85,22.95,26.55,12.26,78.95,4.51,0.0,0.97923,50.758,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,56011,2018-03-12 16:22:14:905
-0.0671,-9.6423,1.8873,-0.1553,-9.6227,1.8839,0.0842,-0.0134,0.0253,-0.0026,0.0,-0.0063,0.0,-16.95,16.5,18.15,34.88,78.91,4.63,0.0,0.97929,52.981,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,56510,2018-03-12 16:22:15:404
-0.0719,-9.6519,1.8777,-0.1595,-9.6207,1.8939,0.1427,-0.0424,-0.0143,0.0032,0.0027,-0.0148,0.0,-15.3,10.2,17.25,34.34,78.82,4.81,0.0,0.97935,50.53,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,57010,2018-03-12 16:22:15:904
0.0335,-9.6711,1.8969,-0.1595,-9.6229,1.8829,0.1858,-0.0466,0.0131,0.0048,0.0208,0.0081,0.0,-13.2,8.4,16.95,31.43,78.89,4.29,0.0,0.9794,42.33,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,57510,2018-03-12 16:22:16:404
-0.1437,-9.5657,1.8537,-0.1615,-9.6207,1.8938,0.0931,-0.0448,0.0227,0.0075,-0.0208,0.0059,0.0,-11.55,9.6,18.3,26.92,78.82,4.87,0.0,0.97946,62.896,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,58010,2018-03-12 16:22:16:904
-0.0096,-9.8819,2.0932,-0.119,-9.6139,1.9311,0.1432,0.0016,0.0666,0.0176,-0.0314,-0.0175,0.0,-7.65,7.8,23.85,13.44,78.68,4.42,0.0,0.97951,62.381,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,58511,2018-03-12 16:22:17:405
-0.0958,-10.404,1.9783,-0.1213,-9.6136,1.9327,0.0781,-0.639,0.0608,0.0352,5.0E-4,0.0155,0.0,-4.5,10.5,26.7,4.56,78.61,3.59,0.0,0.97954,48.229,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,59011,2018-03-12 16:22:17:905
-0.3497,-9.9681,2.0693,-0.1096,-9.6163,1.9199,-0.1305,-0.4683,0.1029,-0.0053,-0.0021,0.0368,0.0,-3.9,11.1,28.05,4.41,78.65,3.47,0.0,0.97956,55.531,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,59510,2018-03-12 16:22:18:404
-0.5365,-9.7094,1.3939,-0.2422,-9.6333,1.8195,-0.2963,-0.1143,-0.4295,-0.1901,0.0133,-0.0526,0.0,-6.15,14.4,22.65,6.18,79.41,7.87,0.0,0.97957,57.644,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,60010,2018-03-12 16:22:18:904
0.1102,-9.4891,1.2789,-0.1121,-9.7131,1.3466,0.0985,0.2458,-0.1574,0.0533,-0.008,-0.0191,0.0,-4.5,16.5,21.0,6.2,82.09,3.96,0.0,0.97957,52.307,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,60510,2018-03-12 16:22:19:404
-1.0107,-9.6184,2.3423,-1.2648,-9.3338,2.7296,-0.0373,0.2967,0.2971,0.1497,0.3361,-0.1421,0.0,-3.45,19.95,18.6,348.06,74.36,23.81,0.0,0.97958,50.319,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,61012,2018-03-12 16:22:19:906
-0.1102,-10.289,-0.7808,0.3288,-9.7763,0.697,0.5229,1.0694,1.0154,-0.4026,0.0858,-0.1975,0.0,-5.4,16.65,22.35,349.91,74.64,24.54,0.0,0.97957,51.698,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,61510,2018-03-12 16:22:20:404
0.8622,-9.6711,0.297,0.6509,-9.7784,0.3599,0.1677,0.2821,0.7456,-0.0362,0.1097,-0.0138,0.0,-5.7,12.15,22.8,87.55,87.37,-74.26,0.0,0.97957,54.801,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,62010,2018-03-12 16:22:20:904
1.14,-9.901,0.1102,0.8363,-9.7691,0.1898,0.2767,-0.0805,0.0124,-0.1187,0.0927,-0.0739,0.0,-6.0,14.85,23.7,77.38,85.13,-66.19,0.0,0.97957,52.314,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,62510,2018-03-12 16:22:21:404
1.0442,-9.8387,0.4119,0.8715,-9.7648,0.246,0.1698,-0.0585,0.1719,0.0187,-0.0511,0.0049,0.0,-4.2,10.95,27.45,80.59,84.7,-74.23,0.0,0.97956,52.859,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,63010,2018-03-12 16:22:21:904
0.8862,-9.834,0.4646,1.0114,-9.7529,0.1659,0.5294,0.2194,0.2155,-0.0415,0.1374,-0.0383,0.0,-3.6,10.35,27.3,85.03,84.32,-78.66,0.0,0.97956,35.11,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,63510,2018-03-12 16:22:22:404
1.2071,-9.6232,0.0048,0.891,-9.7645,0.1758,0.5536,-0.2867,0.2206,-0.057,0.2029,0.0443,0.0,-4.5,12.3,29.1,82.19,84.36,-76.59,0.0,0.97956,57.352,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,64011,2018-03-12 16:22:22:905
1.231,-10.1836,-0.1245,0.9358,-9.7596,-0.2112,-0.2415,0.0487,0.3762,-0.0463,-0.073,0.0736,0.0,-6.75,12.45,25.2,107.71,84.71,-94.48,0.0,0.97956,54.337,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,64510,2018-03-12 16:22:23:404
1.2406,-9.5226,-0.7712,0.9028,-9.7485,-0.5682,0.4042,0.1666,0.109,-0.042,0.0991,0.0731,0.0,-10.95,16.35,24.0,138.43,83.71,-116.51,0.0,0.97954,48.773,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,65010,2018-03-12 16:22:23:904
-1.6095,-10.768,0.4072,0.2993,-9.7901,0.4852,0.697,-0.2807,0.2641,0.8347,0.3164,0.1178,0.0,-10.8,21.0,25.05,143.51,85.43,-121.94,0.0,0.97956,47.588,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,65510,2018-03-12 16:22:24:404
-0.8047,-9.1729,2.4621,-0.4006,-9.6228,1.8472,-0.282,0.006,0.1633,-0.0074,0.3132,-0.1325,0.0,-12.45,27.0,16.95,15.14,78.52,16.49,0.0,0.97956,48.456,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,66010,2018-03-12 16:22:24:904
1.3412,-10.0591,1.14,0.0866,-9.7316,1.2079,-0.897,-0.5619,0.2649,0.1886,0.2642,0.2275,0.0,-19.2,28.8,17.1,46.62,82.91,-4.1,0.0,0.97958,51.985,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,66510,2018-03-12 16:22:25:404
2.6872,-10.0639,0.8191,1.1253,-9.7393,0.2228,-1.2595,1.1257,1.2427,-0.5283,-0.0687,-0.0809,0.0,-24.45,27.45,18.3,126.89,83.28,-78.8,0.0,0.97959,56.182,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,67010,2018-03-12 16:22:25:904
3.9135,-8.1862,-0.7041,1.5402,-9.6744,-0.4508,-1.0296,0.1661,-0.1809,0.366,0.0634,0.6669,0.0,-29.4,29.55,17.85,161.66,80.58,-106.32,0.0,0.97959,51.333,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 15,67511,2018-03-12 16:22:26:405
-1.4705,-11.1895,2.4908,-0.0308,-9.6188,1.9102,-2.5942,-0.405,0.1557,0.1007,0.2136,0.0262,0.0,-29.7,34.05,5.25,68.14,78.77,0.92,0.0,0.9796,50.281,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,68011,2018-03-12 16:22:26:905
1.7484,-8.5263,2.4477,1.4723,-9.6854,0.4432,0.5637,-0.247,0.0281,-0.1933,-0.9513,-0.1128,0.0,-25.2,34.5,15.45,122.77,80.98,-73.25,0.0,0.97959,49.179,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,68510,2018-03-12 16:22:27:404
-3.1806,-10.0447,-0.6467,0.4957,-9.4723,2.4901,-3.1152,-1.9272,-4.2568,0.465,-0.0629,1.0318,0.0,-15.45,40.05,11.4,105.17,82.71,-66.92,0.0,0.97959,52.585,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,69010,2018-03-12 16:22:27:904
-0.3353,-12.4254,0.5748,-0.0818,-9.5213,2.347,-0.7934,-2.825,-1.4446,-0.156,-0.6946,0.1657,0.0,-10.2,38.25,13.05,28.34,77.96,-3.56,0.0,0.97958,47.705,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,69510,2018-03-12 16:22:28:404
1.3125,-9.9968,1.2789,1.471,-9.695,-0.1207,-1.0982,0.3507,0.4597,-0.2625,-0.8794,0.2249,0.0,-6.9,35.25,18.9,60.54,80.26,-54.86,0.0,0.97958,45.113,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,70010,2018-03-12 16:22:28:904
-0.958,-6.754,3.9997,-0.4756,-9.4075,2.7282,1.2165,0.6972,-1.5066,0.7969,-0.5667,0.6978,0.0,-1.65,38.1,7.5,15.49,77.11,-17.04,0.0,0.9796,50.853,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,70510,2018-03-12 16:22:29:404
0.9197,-8.9574,0.0862,1.2369,-9.5836,1.6717,0.9848,0.7068,0.2276,-0.4697,-0.9268,-0.9219,0.0,-2.1,37.05,9.6,6.88,74.15,-2.13,0.0,0.97959,45.237,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,71010,2018-03-12 16:22:29:904
1.4514,-17.5842,-5.3936,0.9869,-9.7514,0.3255,1.9308,0.8063,-1.4075,0.4331,-0.4117,0.3841,0.0,0.6,35.55,8.55,66.66,82.4,-101.9,0.0,0.97959,46.288,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,71511,2018-03-12 16:22:30:405
3.9614,-14.5186,-0.6706,-0.4797,-9.4888,2.4295,1.057,-3.2574,-1.5747,0.6302,0.5843,0.5993,0.0,1.2,36.15,2.85,352.03,75.98,11.78,0.0,0.9796,47.876,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,72010,2018-03-12 16:22:30:904
0.4263,-9.0053,3.2908,0.399,-9.7935,0.3146,0.5323,0.3687,3.1298,-0.0122,-0.7329,0.7703,0.0,1.05,34.65,6.75,49.86,85.77,-74.14,0.0,0.9796,46.654,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,72510,2018-03-12 16:22:31:404
-1.7053,-7.2617,2.2705,-0.7199,-9.5063,2.2985,0.8603,3.4218,0.5431,0.1849,0.587,-0.2247,0.0,4.35,34.5,5.25,336.23,75.78,17.39,0.0,0.97961,51.86,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,73010,2018-03-12 16:22:31:904
1.6621,-10.3177,1.3077,1.2969,-9.7204,0.0509,0.3899,0.6413,2.5217,-0.7254,-0.5646,-0.9954,0.0,-0.45,33.0,6.45,7.88,80.52,-14.91,0.0,0.97958,45.457,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,73511,2018-03-12 16:22:32:405
-5.8582,-5.3122,-1.4993,0.8157,-9.7319,0.8918,4.5622,-8.4865,-4.9646,2.1588,0.3963,0.4187,0.0,2.55,32.85,3.0,358.69,82.92,-42.45,0.0,0.97959,47.769,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,74010,2018-03-12 16:22:32:904
3.4776,-7.2425,3.5111,-0.2813,-9.6015,1.9752,4.9089,2.2651,-3.2712,-1.0897,0.3281,-0.8548,0.0,3.6,31.2,6.75,338.47,78.26,8.1,0.0,0.97962,43.952,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,74510,2018-03-12 16:22:33:404
-1.4274,-7.8892,1.5759,0.9846,-9.7562,0.1319,-2.7009,1.6889,1.4449,0.3052,0.1172,0.538,0.0,3.75,32.4,6.15,34.17,84.19,-82.37,0.0,0.97961,47.46,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,75010,2018-03-12 16:22:33:904
-3.2476,-12.8421,2.7016,-0.1077,-9.4792,2.5108,-1.8852,-1.9964,0.4142,0.8203,0.4634,0.5407,0.0,8.25,30.6,0.0,313.61,75.15,2.46,0.0,0.9796,46.69,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,75510,2018-03-12 16:22:34:404
-1.7388,-7.6257,1.4849,1.4748,-9.6947,0.0897,-2.6587,0.3597,1.1333,-0.4373,-0.7058,0.4033,0.0,4.05,33.0,3.6,22.26,81.33,-86.52,0.0,0.97959,51.699,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,76011,2018-03-12 16:22:34:905
-1.8681,-12.1188,1.9208,-0.0726,-9.4911,2.4666,-5.0237,1.4932,1.9248,-0.7915,0.8937,-0.9475,0.0,7.95,30.6,-2.85,300.57,75.43,1.69,0.0,0.97961,53.496,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,76510,2018-03-12 16:22:35:404
-0.1533,-8.5215,0.3976,1.1198,-9.7279,0.5332,-1.4814,0.1694,1.4991,-0.2423,-0.7878,0.4827,0.0,4.2,32.55,-1.5,328.53,78.92,-19.24,0.0,0.9796,47.276,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,77010,2018-03-12 16:22:35:904
-2.2848,-10.198,0.0287,-0.2183,-9.2635,3.2111,0.0833,-0.5489,-2.3834,-0.2562,0.7366,-0.4846,0.0,7.2,28.2,-9.45,272.28,73.67,-8.54,0.0,0.97961,53.343,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,77510,2018-03-12 16:22:36:404
-0.273,-9.2975,0.1102,0.6427,-9.6581,1.5744,1.2702,1.9108,0.3835,-0.188,-0.1721,-0.3099,0.0,6.0,32.55,-4.35,299.31,76.85,4.18,0.0,0.97963,49.011,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,78011,2018-03-12 16:22:36:905
2.9267,-9.3166,0.0623,1.7782,-9.6328,0.4671,0.5725,-0.4443,0.082,-0.1401,-0.399,-0.2518,0.0,2.1,34.35,-2.25,342.56,79.19,-75.28,0.0,0.97963,48.708,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,78510,2018-03-12 16:22:37:404
-0.1677,-10.4327,-0.6562,2.1995,-9.5108,-0.937,-0.8822,-0.7239,1.5496,0.2568,0.0458,0.4784,0.0,-2.1,36.0,-1.05,346.99,75.89,-113.07,0.0,0.97963,52.807,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,79011,2018-03-12 16:22:37:905
-1.8346,-7.3671,2.0022,-0.2303,-9.6852,1.521,-0.9964,2.0674,0.3877,-0.049,0.8479,-0.4638,0.0,8.85,33.45,-6.15,255.88,80.97,8.61,0.0,0.97962,50.532,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,79510,2018-03-12 16:22:38:404
1.5089,-7.6784,-0.0479,0.3065,-9.7958,0.3448,1.4636,2.0527,-0.6933,-0.0074,0.547,-0.4265,0.0,4.2,35.25,5.85,33.9,86.78,-76.3,0.0,0.97963,49.897,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 14,80421,2018-03-12 16:22:39:315
-1.2167,-11.2758,-0.2874,0.1157,-9.7786,0.7317,-1.8476,1.0268,-0.6385,0.1721,0.7526,-0.1639,0.0,5.25,35.25,7.95,341.92,85.67,-8.98,0.0,0.97963,51.057,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,80921,2018-03-12 16:22:39:815
1.2167,-9.7717,1.1304,0.5318,-9.6306,1.7718,1.2514,0.2441,-0.3246,-0.2508,-1.3327,-0.2422,0.0,4.05,35.85,0.75,338.2,79.13,-16.71,0.0,0.97961,43.583,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,81421,2018-03-12 16:22:40:315
2.4956,-10.1261,0.1916,1.7207,-9.652,-0.2212,-1.6458,1.0461,1.8998,0.5369,-0.5183,0.529,0.0,2.25,36.9,-2.4,348.82,79.81,-97.33,0.0,0.97961,45.545,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,81921,2018-03-12 16:22:40:815
-5.9636,-10.1261,2.0597,-0.8297,-9.633,1.6394,-0.9671,-2.512,0.0141,0.0405,0.2887,-0.0958,0.0,9.6,31.35,-12.6,198.2,80.04,25.49,0.0,0.97961,43.321,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,82421,2018-03-12 16:22:41:315
-0.2299,-9.8723,0.1341,1.4159,-9.6832,-0.6336,-0.5376,0.4416,1.0299,-0.7638,-0.0474,-0.3062,0.0,0.15,35.55,-5.7,282.17,84.27,-66.17,0.0,0.97963,54.292,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,82921,2018-03-12 16:22:41:815
-1.1975,-8.3107,-2.4956,-0.535,-9.7713,0.6368,1.7247,1.7306,1.6882,0.62,1.8306,0.709,0.0,5.55,35.25,0.15,33.51,84.4,-141.73,0.0,0.97963,56.21,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,83421,2018-03-12 16:22:42:315
5.202,-7.4341,0.0192,-0.7561,-9.6955,1.2635,3.0178,0.6118,1.901,-0.4202,0.3787,-0.5624,0.0,11.55,30.75,1.8,271.54,79.73,35.37,0.0,0.97965,52.387,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,83921,2018-03-12 16:22:42:815
-0.982,-7.9946,2.51,0.4752,-9.784,-0.4663,-1.2369,1.4498,1.3354,0.2988,-0.0645,0.0635,0.0,8.7,33.6,4.2,47.76,83.48,-130.54,0.0,0.97966,54.777,35.77282,-78.67791,263.55,NaN,,,69.977425,,0 / 19,84422,2018-03-12 16:22:43:316
